age,gender,marital_status,education,monthly_salary,employment_type,years_of_employment,company_type,house_type,monthly_rent,family_size,dependents,school_fees,college_fees,travel_expenses,groceries_utilities,other_monthly_expenses,existing_loans,current_emi_amount,credit_score,bank_balance,emergency_fund,emi_scenario,requested_amount,requested_tenure,max_monthly_emi,emi_eligibility,total_monthly_expenses,debt_to_income_ratio,expense_to_income_ratio,available_income,affordability_ratio
37,Male,Single,Graduate,178958,Private,25,Large,Own,740,2,0,4626,18499,12810,5939,11309,Yes,16582,331,406439,374747,Home Appliances,829585,18,37958.55,Not_Eligible,70505,0.09265861263536695,0.3939751226544776,108453,0.21210870707093285
50,Female,Single,High School,114846,Private,13,Medium,Rented,28459,1,3,10603,8416,14234,10743,19022,Yes,12274,473,925136,469027,Personal Loan,912950,79,3883.25,Not_Eligible,103751,0.10687355240931334,0.9033923689114118,11095,0.03381267088100587
38,Male,Single,High School,134550,Self-employed,9,Small,Family,22854,6,2,10112,846,2166,13394,11252,Yes,18514,664,580902,274332,E-commerce Shopping,240120,81,19394.2,High_Risk,79138,0.13759940542549237,0.588167967298402,55412,0.14414121144555928
55,Female,Single,Post Graduate,99963,Self-employed,6,Large,Family,12324,1,3,2472,23085,5309,11182,14686,Yes,15264,792,928880,223556,Vehicle,1221422,28,5474.349999999999,High_Risk,84322,0.15269649770415053,0.8435321068795454,15641,0.05476376259215909
28,Male,Married,High School,15972,Private,22,Medium,Rented,29657,2,1,958,15211,8884,16632,12961,No,27860,836,501014,462437,Education,837844,61,500.0,Not_Eligible,112163,1.7443025294264964,7.0224768344603055,-96191,0.03130478337089907
32,Female,Single,Graduate,114219,Government,23,Small,Family,11035,2,3,11479,14582,3352,23007,10498,No,5622,460,897081,41602,E-commerce Shopping,1497312,67,12125.4,Not_Eligible,79575,0.04922123289470228,0.6966879415859007,34644,0.10615922044493473
49,Male,Married,High School,152693,Government,22,Small,Family,9727,6,4,9263,21819,6533,5207,16011,No,17714,624,28042,477582,Education,1435392,35,23246.65,High_Risk,86274,0.11601055713097523,0.5650160780127446,66419,0.15224437269553942
37,Male,Single,Professional,64738,Private,21,Medium,Family,23875,6,2,1488,4069,9084,17658,15897,No,28372,584,824303,158658,Education,353930,36,500.0,Not_Eligible,100443,0.4382588278908833,1.5515307856282246,-35705,0.007723439092959313
56,Male,Married,Post Graduate,69777,Government,11,Medium,Family,368,1,0,4767,19340,6848,8495,5947,Yes,29049,486,142250,258380,Vehicle,119120,62,500.0,Not_Eligible,74814,0.41631196526075925,1.0721871103658798,-5037,0.007165684967826075
52,Female,Married,Graduate,29530,Self-employed,30,Medium,Own,10463,2,3,1933,20771,9536,23599,17465,Yes,19728,458,759290,318148,Vehicle,24508,53,500.0,Not_Eligible,103495,0.6680663731798171,3.5047409414155095,-73965,0.016931933626820182
54,Male,Single,High School,153426,Government,23,Large,Own,26533,4,2,13584,24031,1743,25875,15585,No,22141,837,830653,102292,Vehicle,609206,66,8376.9,High_Risk,129492,0.14431061228214254,0.8440029721168512,23934,0.0545989597591021
27,Male,Married,Professional,61529,Self-employed,18,Small,Own,4909,4,0,5727,26837,10813,21477,6407,Yes,9174,741,757332,490856,E-commerce Shopping,861691,23,500.0,Not_Eligible,85344,0.14910042419021924,1.3870532594386387,-23815,0.008126249410846918
52,Female,Single,Graduate,117895,Self-employed,8,Large,Own,5219,3,2,10208,6911,3541,18705,14074,No,3132,384,327389,243990,Vehicle,631142,9,19636.75,Not_Eligible,61790,0.02656601212943721,0.5241104372534883,56105,0.1665613469612791
27,Female,Single,High School,66714,Self-employed,2,Large,Rented,9290,4,2,5149,9775,6800,5516,17864,Yes,20826,614,577527,208942,Personal Loan,40568,67,500.0,Not_Eligible,75220,0.3121683604640705,1.1274994753724856,-8506,0.0074946787780675725
58,Male,Single,Post Graduate,139750,Self-employed,3,Large,Family,27347,1,4,5752,23132,11114,14645,18285,No,22558,745,126593,425173,E-commerce Shopping,1093380,67,5920.95,High_Risk,122833,0.16141681574239714,0.878948121645796,16917,0.042368157423971375
40,Male,Single,High School,187304,Government,12,Small,Family,7604,1,3,7156,17354,2148,5669,16805,Yes,19982,538,397019,130593,Home Appliances,1090536,66,38705.1,Not_Eligible,76718,0.10668218511083587,0.409590825609704,110586,0.2066432110366036
46,Male,Married,Graduate,198151,Self-employed,9,Small,Rented,15038,3,4,4974,24069,12080,24874,19504,Yes,13671,346,118764,481064,Vehicle,531715,20,29379.35,Not_Eligible,114210,0.0689928387946566,0.5763786203450904,83941,0.14826748287921837
56,Male,Single,Graduate,135883,Private,13,Small,Rented,9583,5,1,7090,28548,14547,16770,18874,Yes,27175,577,293153,375513,E-commerce Shopping,326556,63,4653.599999999999,Not_Eligible,122587,0.19998822516429576,0.9021511152977194,13296,0.03424710964579822
32,Female,Married,Graduate,158622,Self-employed,5,Medium,Own,6206,3,2,3937,17600,13142,8099,16780,No,17728,763,886234,235310,Vehicle,301712,84,26295.5,Eligible,83492,0.11176255500498039,0.5263582605187175,75130,0.16577460881844888
32,Male,Married,Professional,103196,Private,27,Large,Own,18031,5,3,11227,21490,9848,4144,6498,No,14611,664,57445,440478,Education,60526,18,6071.45,High_Risk,85849,0.1415849451529129,0.831902399317803,17347,0.058834160238768946
30,Male,Married,High School,75385,Self-employed,29,Medium,Family,10223,5,1,3261,26214,5712,6008,14722,No,4840,473,471273,417826,Personal Loan,297303,67,1541.75,Not_Eligible,70980,0.06420375406247927,0.9415666246600782,4405,0.02045168136897261
38,Female,Single,High School,79736,Self-employed,27,Medium,Rented,16293,2,1,10391,21937,1775,20696,2975,Yes,27041,390,240298,411526,Education,1320475,63,500.0,Not_Eligible,101108,0.3391316343934985,1.2680345138958564,-21372,0.006270693287849904
56,Male,Married,High School,45268,Government,7,Large,Family,26254,6,4,9591,26697,10861,13751,1812,Yes,21312,622,411171,39399,Vehicle,1273415,77,500.0,Not_Eligible,110278,0.470796147388884,2.4361138110806753,-65010,0.01104533003446143
59,Male,Single,Post Graduate,150362,Self-employed,18,Small,Rented,26722,4,1,10494,23625,7207,6629,18910,Yes,22303,479,658922,343852,E-commerce Shopping,616944,66,12065.2,Not_Eligible,115890,0.14832870007049653,0.7707399475931419,34472,0.08024101834240034
34,Male,Married,Professional,45138,Self-employed,28,Large,Own,19208,5,0,6846,12912,11199,26889,11399,Yes,19695,726,610948,47928,Personal Loan,484920,32,500.0,Not_Eligible,108148,0.43632859231689486,2.3959413354601446,-63010,0.011077141211396163
27,Female,Single,Professional,139650,Government,9,Medium,Family,27872,2,0,6797,19095,13789,25908,16390,Yes,5269,408,701033,83679,Education,895146,12,8585.5,Not_Eligible,115120,0.03773003938417472,0.8243465807375582,24530,0.06147869674185464
36,Female,Single,Post Graduate,28432,Government,21,Small,Family,20554,3,0,13045,9478,10851,16817,4835,Yes,27709,845,191607,201213,Personal Loan,574593,77,500.0,Not_Eligible,103289,0.9745709060213844,3.6328432751828923,-74857,0.01758581879572313
55,Male,Single,Professional,82058,Private,4,Small,Rented,22293,3,1,12474,27733,8178,19193,8290,Yes,29404,626,991736,2676,Personal Loan,562933,72,500.0,Not_Eligible,127565,0.3583319115747398,1.5545711569865217,-45507,0.006093251115064954
53,Male,Single,Post Graduate,73175,Government,4,Medium,Family,20165,5,2,9070,57,9798,26939,1490,No,428,750,349442,117653,Vehicle,469187,31,1829.8,Not_Eligible,67947,0.0058489921421250425,0.9285548343013325,5228,0.02500580799453365
29,Female,Married,Graduate,48329,Private,4,Small,Own,26807,2,3,5568,9876,12895,17901,10938,No,18682,567,221207,466542,Personal Loan,818271,24,500.0,Not_Eligible,102667,0.3865587949264417,2.124335285232469,-54338,0.010345755136667426
49,Male,Married,Graduate,158400,Self-employed,8,Small,Family,27940,1,0,4768,6869,1429,11049,4225,No,6154,570,353402,290629,Home Appliances,316167,16,33588.1,Not_Eligible,62434,0.0388510101010101,0.3941540404040404,95966,0.21204608585858584
55,Male,Single,Professional,180319,Private,28,Large,Rented,19512,6,0,13163,28064,12564,12219,13636,No,2464,803,834919,387732,Home Appliances,692746,8,27543.95,Eligible,101622,0.013664672053416446,0.563567899112129,78697,0.15275123531075482
45,Female,Married,Graduate,21677,Government,22,Large,Family,9464,6,0,4213,16171,10196,15278,4814,Yes,27173,571,336600,255212,Education,149423,46,500.0,Not_Eligible,87309,1.2535406190893574,4.027725238732297,-65632,0.023065922406237026
44,Female,Single,Graduate,65357,Self-employed,27,Medium,Own,1979,4,4,11886,1304,14557,4936,3215,Yes,16960,558,377055,329062,Education,62033,65,3682.0,Not_Eligible,54837,0.25949783496794526,0.8390378995363924,10520,0.05633673516226265
46,Female,Single,Graduate,70812,Private,8,Medium,Rented,28273,5,4,5177,18014,2612,7847,18699,No,11454,537,22099,353840,E-commerce Shopping,667555,52,500.0,Not_Eligible,92076,0.16175224538213862,1.300288086764955,-21264,0.007060950121448342
28,Male,Married,High School,56616,Private,14,Medium,Rented,6612,1,0,8046,20464,13381,4615,6627,Yes,8741,706,499485,142382,Vehicle,258893,63,500.0,Not_Eligible,68486,0.15439098488059913,1.2096580471951393,-11870,0.008831425745372334
37,Male,Single,Graduate,195813,Private,8,Small,Own,26763,4,0,870,20687,11554,7296,6453,Yes,13054,603,149395,191588,Education,979690,22,38197.6,High_Risk,86677,0.06666564528402098,0.44265191790126296,109136,0.19507182873455797
44,Male,Single,High School,199550,Self-employed,28,Medium,Rented,6022,1,4,6601,6003,11392,25489,4597,Yes,20936,738,401857,10138,E-commerce Shopping,997647,77,41478.5,Eligible,81040,0.10491606113755951,0.4061137559508895,118510,0.20786018541718868
37,Male,Single,Post Graduate,60534,Private,13,Large,Rented,6081,6,3,8897,25742,14551,27774,16021,No,9484,529,785774,252681,Education,1262015,68,500.0,Not_Eligible,108550,0.15667228334489708,1.7932071232695674,-48016,0.008259820927082301
41,Female,Single,Post Graduate,79162,Private,5,Small,Family,26982,2,2,2689,16796,11379,21504,18435,No,21423,602,159406,297557,E-commerce Shopping,1114082,17,500.0,Not_Eligible,119208,0.2706222682600237,1.5058740304691645,-40046,0.006316161794800536
60,Male,Single,Post Graduate,59711,Government,29,Medium,Rented,9768,5,3,7109,18002,10812,28526,4555,Yes,15860,718,776491,36267,Vehicle,579990,40,500.0,Not_Eligible,94632,0.2656127011773375,1.584833615246772,-34921,0.008373666493610892
57,Male,Married,Post Graduate,168877,Private,21,Small,Family,28055,1,2,10451,21555,5311,22119,7956,No,10483,463,288397,252850,Vehicle,368466,7,22031.45,Not_Eligible,105930,0.06207476447355176,0.6272612611545682,62947,0.13045855859590116
25,Female,Married,Post Graduate,110980,Self-employed,19,Small,Own,28121,1,1,4581,5136,12033,29842,11226,Yes,4375,444,910903,364945,Education,897601,17,5483.099999999999,Not_Eligible,95314,0.03942151739052081,0.858839430528023,15666,0.04940619931519192
39,Female,Married,Graduate,35143,Government,7,Small,Own,7832,1,1,12059,2777,5465,29335,2217,Yes,25379,653,360335,38851,Home Appliances,422411,13,500.0,Not_Eligible,85064,0.7221637310417437,2.4205104857297326,-49921,0.014227584440713656
37,Male,Single,Graduate,123380,Self-employed,29,Medium,Own,26045,6,3,7287,739,10163,29032,7002,No,19603,428,586701,141036,Personal Loan,1364529,53,8228.15,Not_Eligible,99871,0.15888312530393905,0.8094585832387745,23509,0.06668949586642892
41,Female,Single,Graduate,162089,Government,1,Small,Own,25555,5,4,7034,21283,3288,19790,8799,No,24106,554,240062,11237,Education,1365880,35,18281.9,Not_Eligible,109855,0.1487207645182585,0.6777449425932667,52234,0.11278927009235667
48,Female,Single,Post Graduate,56423,Government,4,Small,Rented,17639,2,0,9769,29090,14268,11986,10787,Yes,9324,780,948453,252197,E-commerce Shopping,250470,38,500.0,Not_Eligible,102863,0.1652517590344363,1.8230686067738333,-46440,0.008861634439856087
32,Male,Single,Post Graduate,56713,Private,16,Small,Rented,28264,2,1,13314,15783,10750,4116,9488,Yes,28088,721,863172,174627,Vehicle,357204,43,500.0,Not_Eligible,109803,0.49526563574489096,1.9361169396787332,-53090,0.008816320773015005
51,Male,Single,High School,89310,Self-employed,9,Large,Family,26217,1,4,1967,17302,3368,8783,6325,Yes,10688,407,221317,372027,Education,650362,77,5131.0,Not_Eligible,74650,0.11967304893069085,0.8358526480797223,14660,0.05745157317209719
47,Male,Single,Professional,17205,Private,13,Medium,Family,299,2,4,9444,26824,3092,20487,2394,Yes,11195,580,990426,441027,Vehicle,650161,37,500.0,Not_Eligible,73735,0.6506829410055216,4.285672769543737,-56530,0.02906131938390003
32,Male,Married,Graduate,68266,Government,17,Large,Family,24193,4,2,9444,7585,8753,25735,11142,No,20578,328,732901,73964,Education,732218,59,500.0,Not_Eligible,107430,0.30143849061025985,1.5736970087598512,-39164,0.007324290276272229
32,Female,Single,Professional,158414,Private,0,Small,Rented,20905,2,1,11241,13753,13901,7187,1909,No,9770,414,158560,161353,Vehicle,722212,66,27911.8,Not_Eligible,78666,0.061673841958412766,0.49658489779943693,79748,0.17619528577019708
50,Female,Married,Post Graduate,96863,Government,21,Small,Family,19426,1,3,5080,28658,9111,21963,869,No,851,846,779025,324447,Home Appliances,687387,75,3816.75,Not_Eligible,85958,0.008785604410352766,0.8874183124619308,10905,0.03940359063832423
37,Male,Single,Post Graduate,167272,Government,1,Large,Rented,14496,4,4,4438,5621,1283,16364,15933,No,25703,847,302263,250697,E-commerce Shopping,1000894,77,29201.9,Eligible,83838,0.1536599072169879,0.5012076139461475,83434,0.17457733511884835
52,Male,Married,Post Graduate,153260,Self-employed,27,Small,Own,24976,5,3,3128,24191,11226,21514,2677,Yes,27840,370,834293,105194,Education,1295589,35,13197.8,Not_Eligible,115552,0.1816520944799687,0.7539605898473183,37708,0.0861137935534386
49,Female,Single,Professional,141233,Self-employed,3,Large,Rented,14229,3,3,5335,12367,12847,18433,98,Yes,4722,693,695794,380332,Vehicle,240753,35,25620.7,High_Risk,68031,0.03343411242415016,0.4816933719456501,73202,0.18140731981902247
40,Male,Married,High School,17808,Self-employed,12,Small,Own,17664,6,1,9858,22716,12816,13683,14830,No,28717,837,43263,274761,Education,254310,20,500.0,Not_Eligible,120284,1.6125898472596585,6.754492362982929,-102476,0.02807726864330638
26,Male,Married,Post Graduate,28851,Self-employed,15,Small,Family,13028,2,3,13425,1503,11006,29753,17696,Yes,8765,475,863395,8650,E-commerce Shopping,512070,13,500.0,Not_Eligible,95176,0.3038022945478493,3.2988804547502686,-66325,0.01733042182246716
42,Male,Single,High School,145982,Private,4,Small,Rented,25437,4,3,5822,19611,14523,24250,13050,No,21105,475,212905,439921,Education,440528,64,7764.4,Not_Eligible,123798,0.14457261854201203,0.8480360592401803,22184,0.05318737926593689
41,Male,Single,High School,161130,Self-employed,22,Small,Family,4589,3,0,14066,827,9863,23326,4695,Yes,25797,312,544960,353928,Personal Loan,869971,49,27288.45,Not_Eligible,83163,0.16010053993669707,0.5161236268851238,77967,0.16935673059020667
54,Female,Married,Graduate,29620,Self-employed,9,Medium,Family,8133,5,3,12581,19615,3134,23663,15646,No,6907,523,868810,375820,Vehicle,540192,63,500.0,Not_Eligible,89679,0.23318703578663066,3.027650236326806,-60059,0.01688048615800135
37,Male,Single,Professional,198827,Self-employed,16,Medium,Own,6632,3,0,8219,15089,8174,17913,15130,No,20377,524,840865,139448,E-commerce Shopping,1320489,82,37552.55,Not_Eligible,91534,0.10248608086426894,0.46037007046326706,107293,0.18887047533785653
56,Female,Single,Post Graduate,77995,Government,27,Medium,Family,29877,5,1,11801,19257,2482,5712,5168,Yes,12316,753,704070,340969,Home Appliances,669294,58,500.0,Not_Eligible,86613,0.1579075581768062,1.1104942624527214,-8618,0.006410667350471184
53,Male,Single,High School,51681,Government,10,Large,Rented,27149,1,3,9811,9809,7326,19748,16968,No,12456,783,570909,495697,Personal Loan,922228,26,500.0,Not_Eligible,103267,0.24101700818482613,1.9981618002747625,-51586,0.00967473539598692
54,Male,Married,Professional,79509,Self-employed,4,Large,Family,15459,1,4,11098,13355,14639,11387,13505,No,17934,493,734567,259438,Education,1328048,67,500.0,Not_Eligible,97377,0.22555937063728634,1.2247292759310267,-17868,0.006288596259542945
42,Female,Single,Professional,82703,Government,14,Large,Own,19168,6,3,1344,25761,3346,18374,4204,No,25209,424,536050,131384,Education,1452267,77,500.0,Not_Eligible,97406,0.3048136101471531,1.1777807334679515,-14703,0.006045729900970944
37,Male,Married,Post Graduate,57136,Government,3,Large,Own,7398,6,0,12105,22236,7541,15497,10606,Yes,9060,818,518229,31908,Personal Loan,1267609,8,500.0,Not_Eligible,84443,0.158569028283394,1.47792985158219,-27307,0.008751050126015122
45,Female,Married,Graduate,108699,Private,6,Medium,Family,23092,5,4,11977,9876,1013,15422,15992,Yes,7698,611,177580,2990,Home Appliances,122483,78,8270.15,High_Risk,85070,0.07081941876190213,0.7826198953072245,23629,0.0760830366424714
54,Male,Single,Graduate,103456,Government,29,Large,Own,23557,3,1,4668,13947,7243,8503,9561,No,21367,585,603658,102922,Home Appliances,1433277,28,5113.5,Not_Eligible,88846,0.2065322455923291,0.8587805443860191,14610,0.049426809464893286
45,Male,Married,High School,98086,Private,9,Large,Family,12377,6,2,11960,25085,1755,15881,19901,No,6600,516,194403,223131,Education,585998,67,1584.4499999999998,Not_Eligible,93559,0.06728789021878759,0.9538466243908407,4527,0.016153681463205758
41,Male,Single,Graduate,182415,Government,22,Large,Own,20543,2,2,12021,5632,9360,23038,3340,No,15848,716,101089,153093,Education,215273,56,32421.55,Eligible,89782,0.08687882027245566,0.49218540141983935,92633,0.1777351095030562
43,Male,Single,Graduate,132529,Self-employed,23,Small,Family,9303,3,0,7680,8886,3279,7599,7919,Yes,6586,469,790127,450464,Home Appliances,854272,64,28446.95,Not_Eligible,51252,0.049694783783171985,0.38672290593002284,81277,0.214646982924492
39,Male,Married,Graduate,33254,Government,3,Large,Family,25632,6,1,9119,19663,2134,15764,7655,No,9552,817,283473,250765,Home Appliances,791362,14,500.0,Not_Eligible,89519,0.28724363986287366,2.691976905033981,-56265,0.015035785168701509
33,Female,Married,Professional,76273,Government,19,Small,Rented,9287,3,1,1778,20400,3661,8416,10769,Yes,15967,563,880583,411420,Home Appliances,1190449,26,2098.25,Not_Eligible,70278,0.20934013346793753,0.9214007578042033,5995,0.02750973476852884
