age,gender,marital_status,education,monthly_salary,employment_type,years_of_employment,company_type,house_type,monthly_rent,family_size,dependents,school_fees,college_fees,travel_expenses,groceries_utilities,other_monthly_expenses,existing_loans,current_emi_amount,credit_score,bank_balance,emergency_fund,emi_scenario,requested_amount,requested_tenure,max_monthly_emi,emi_eligibility
58,Male,Married,High School,144677,Private,23,Large,Own,29039,6,2,14098,15609,11988,10557,463,Yes,2587,652,859082,201593,Education,447623,44,21117.6,High_Risk
33,Male,Married,Post Graduate,128917,Private,27,Large,Own,11151,6,1,10258,3670,13581,23613,17762,Yes,9112,723,34829,126162,Vehicle,962205,17,13919.5,Eligible
52,Female,Married,Graduate,176327,Government,25,Large,Family,14198,3,3,3001,28745,3815,16115,13484,Yes,28369,407,968415,351547,Home Appliances,31653,42,24010.0,Not_Eligible
35,Female,Married,Post Graduate,116630,Self-employed,19,Small,Own,9074,4,0,5999,9537,6285,24328,7507,Yes,23790,478,903458,457178,Vehicle,930981,36,10538.5,Not_Eligible
38,Female,Married,High School,40221,Private,9,Small,Family,22734,4,1,5074,21028,14454,15434,10432,Yes,14592,713,538716,191987,Home Appliances,401940,38,500.0,Not_Eligible
43,Male,Married,Professional,78265,Government,23,Large,Own,7603,4,2,8624,19068,5593,6184,12281,No,16287,505,899500,334172,E-commerce Shopping,1477827,29,918.7499999999999,Not_Eligible
39,Male,Married,Post Graduate,15719,Self-employed,14,Small,Family,19009,2,4,5548,9191,1976,9076,5549,Yes,17692,366,47484,194677,Education,988767,16,500.0,Not_Eligible
52,Female,Married,High School,169212,Self-employed,2,Medium,Rented,5893,1,0,4347,15333,1749,18888,10626,No,23955,778,622080,162443,Home Appliances,1377462,5,30947.35,Eligible
48,Female,Married,High School,147141,Self-employed,1,Small,Rented,29965,2,1,6119,27813,4555,28008,13288,No,9261,437,785513,235685,E-commerce Shopping,899625,5,9846.199999999999,Not_Eligible
32,Male,Single,High School,69714,Self-employed,21,Small,Family,23784,6,1,13083,9216,8580,9530,7635,No,24248,524,913066,34956,Education,1400708,71,500.0,Not_Eligible
33,Female,Married,Post Graduate,88285,Government,4,Large,Own,29340,6,2,12106,14255,12360,6437,14099,No,4747,360,243974,225787,Home Appliances,853343,68,500.0,Not_Eligible
57,Female,Single,High School,27935,Private,23,Medium,Family,2153,5,0,11825,21841,5799,22489,1795,No,4551,592,846251,471067,Education,664460,62,500.0,Not_Eligible
57,Female,Married,Graduate,134362,Self-employed,30,Large,Own,4761,6,0,7050,12578,8455,11253,15886,No,6822,314,556100,11268,Home Appliances,309403,40,23644.949999999997,Not_Eligible
43,Female,Single,High School,59035,Self-employed,0,Small,Family,23569,4,0,5942,20550,4015,23566,12088,Yes,29063,349,920190,459949,Personal Loan,1128159,4,500.0,Not_Eligible
27,Female,Single,Graduate,141687,Private,10,Medium,Family,3566,1,1,14984,4203,12818,3890,15788,Yes,19668,400,677985,9005,Home Appliances,790080,81,23369.5,Not_Eligible
34,Male,Single,Professional,111256,Self-employed,11,Large,Own,16643,4,0,11149,15849,9460,16565,17178,No,4507,725,854275,235344,Home Appliances,644855,68,6966.75,High_Risk
25,Female,Married,Graduate,174009,Self-employed,25,Small,Own,9700,1,1,10977,19029,4028,8246,3067,Yes,25758,309,418440,55705,E-commerce Shopping,1478043,80,32621.399999999998,Not_Eligible
53,Female,Married,Professional,33540,Private,2,Medium,Family,24888,2,1,8412,29876,14848,6921,11479,Yes,17294,422,321591,258805,Personal Loan,615535,14,500.0,Not_Eligible
58,Male,Married,Professional,88480,Private,22,Large,Rented,27254,6,0,10352,19480,7448,12531,12543,Yes,1979,552,932954,238653,Vehicle,1343636,32,500.0,Not_Eligible
37,Male,Married,Graduate,63702,Self-employed,28,Medium,Rented,1844,2,3,4655,1833,10203,15686,13390,Yes,16934,631,148702,426179,Education,276851,10,500.0,Not_Eligible
25,Male,Single,Professional,93283,Private,15,Small,Rented,7269,4,4,5177,5384,11327,22244,10629,Yes,27616,500,210793,465479,Vehicle,828677,22,1272.9499999999998,Not_Eligible
58,Male,Married,Graduate,182979,Government,25,Large,Rented,27160,3,4,10436,16282,6239,5378,15889,No,22117,397,849122,94297,Vehicle,1181890,81,27817.3,Not_Eligible
53,Female,Married,Post Graduate,161293,Government,13,Small,Rented,12206,1,3,3808,2250,2248,25779,15664,Yes,3542,521,687306,172671,Personal Loan,76795,65,33528.6,Not_Eligible
37,Female,Married,Professional,69781,Self-employed,11,Medium,Own,11443,6,0,7816,20018,12399,8358,17108,No,14159,574,238965,434571,Personal Loan,357651,80,500.0,Not_Eligible
53,Female,Married,Graduate,22087,Self-employed,19,Small,Rented,1533,5,1,7874,26074,9954,5082,14231,No,14807,803,178542,402892,Personal Loan,458870,28,500.0,Not_Eligible
48,Female,Married,Professional,37789,Private,25,Medium,Own,5596,3,2,5837,6119,12163,28353,17616,Yes,10132,669,453588,175572,E-commerce Shopping,1332854,27,500.0,Not_Eligible
50,Male,Married,High School,179472,Private,15,Large,Rented,21153,2,3,779,29915,9914,27167,11274,No,3181,822,957230,301235,E-commerce Shopping,1295724,59,26631.149999999998,Eligible
41,Male,Married,Graduate,148271,Self-employed,20,Small,Own,9615,1,4,2262,16952,2405,24413,539,No,21255,629,751447,40868,Education,936674,62,24790.5,High_Risk
31,Female,Married,High School,193388,Self-employed,7,Large,Rented,18404,3,4,7885,5201,7154,20790,6999,Yes,6953,520,547722,260760,Personal Loan,571944,22,42000.7,Not_Eligible
37,Female,Single,Professional,102273,Government,16,Large,Rented,6358,5,1,4731,28835,1438,18004,108,No,25018,646,499105,33830,Vehicle,1044903,28,6223.349999999999,High_Risk
29,Female,Single,Professional,198134,Private,16,Large,Own,21886,3,4,1039,21409,1314,14949,2071,Yes,14800,358,864588,261826,Education,445383,25,42233.1,Not_Eligible
50,Female,Married,Post Graduate,130310,Self-employed,27,Large,Own,21627,5,4,14995,17676,3112,22141,9888,No,1358,331,872254,141894,E-commerce Shopping,902694,66,13829.55,Not_Eligible
27,Male,Married,Graduate,162816,Self-employed,6,Small,Family,1691,2,1,7955,29878,5996,12938,11229,Yes,2893,507,103306,257488,Home Appliances,748898,16,31582.6,Not_Eligible
31,Female,Married,High School,113231,Private,14,Small,Rented,26304,1,0,7566,4275,1591,10368,2419,Yes,17299,637,780991,294988,Home Appliances,1411439,40,15193.15,High_Risk
25,Male,Married,Post Graduate,194937,Private,28,Large,Rented,8519,2,4,2280,7963,14779,26784,1188,No,14943,512,990883,381719,Education,447452,42,41468.35,Not_Eligible
41,Male,Single,Professional,28894,Self-employed,27,Large,Own,1588,1,0,14360,2645,13932,17963,6540,No,3644,478,515190,180146,E-commerce Shopping,1470269,59,500.0,Not_Eligible
49,Male,Single,Professional,175232,Self-employed,8,Medium,Own,20137,3,2,13712,8663,13482,6567,15983,No,16010,609,333947,84780,Education,978337,32,28237.3,High_Risk
27,Male,Married,Post Graduate,68095,Self-employed,3,Large,Rented,27470,2,0,9995,29806,6533,25316,7594,No,543,708,7474,477959,E-commerce Shopping,686422,5,500.0,Not_Eligible
39,Female,Single,High School,44272,Private,7,Medium,Rented,16481,1,1,1388,7837,4670,21508,7240,Yes,13187,437,325029,437703,Personal Loan,1332028,70,500.0,Not_Eligible
53,Female,Single,Professional,69021,Self-employed,9,Medium,Own,4754,6,1,7081,15404,9048,8337,3694,Yes,15260,690,656606,48556,Home Appliances,115175,57,1905.05,Not_Eligible
56,Female,Married,Professional,48645,Self-employed,14,Large,Own,26923,5,1,7162,28197,2909,25507,11788,No,17028,681,842009,461953,Vehicle,631176,77,500.0,Not_Eligible
50,Female,Married,Graduate,127079,Self-employed,22,Small,Rented,6173,1,4,8119,25107,9027,21805,16454,Yes,13546,810,92556,284573,Personal Loan,935070,79,9396.8,High_Risk
40,Male,Married,Post Graduate,36179,Government,29,Medium,Own,9289,6,3,3508,10181,13288,19436,8683,No,15179,574,541405,368962,Vehicle,1078833,68,500.0,Not_Eligible
49,Male,Single,Professional,25691,Government,17,Small,Own,14507,2,4,2118,16992,5463,25099,16857,No,26346,794,933364,310700,Education,1189527,38,500.0,Not_Eligible
52,Male,Single,High School,144436,Private,13,Large,Rented,29689,2,0,11975,7525,7774,23737,12273,Yes,12070,344,130756,377497,Home Appliances,1153857,55,13787.55,Not_Eligible
33,Female,Married,Graduate,60311,Self-employed,4,Large,Family,8052,3,2,12247,9274,3423,29755,16162,No,3832,761,507016,398864,Vehicle,154758,32,500.0,Not_Eligible
25,Male,Married,Post Graduate,110381,Self-employed,8,Large,Own,21402,5,2,1582,25550,12454,4734,12311,Yes,24598,337,818119,139813,Education,1452442,82,2712.5,Not_Eligible
53,Male,Single,High School,185110,Private,12,Large,Family,14419,1,2,14360,25550,13577,17098,8660,Yes,143,366,874082,495426,E-commerce Shopping,82916,56,31956.05,Not_Eligible
46,Male,Single,Professional,39967,Private,28,Medium,Own,15320,2,2,7892,4319,14087,11034,17844,Yes,26929,563,783381,357432,Personal Loan,55994,34,500.0,Not_Eligible
40,Male,Married,Post Graduate,43478,Private,24,Medium,Family,5704,1,3,12209,28557,4270,6466,6525,Yes,10731,814,100528,11424,E-commerce Shopping,1449778,81,500.0,Not_Eligible
31,Female,Single,Post Graduate,55332,Self-employed,18,Small,Own,7911,4,2,3445,6953,13522,15882,17823,Yes,21063,311,892549,268125,Personal Loan,550730,49,500.0,Not_Eligible
38,Male,Married,High School,153138,Government,10,Small,Family,29985,5,4,8649,28860,10445,3927,1028,Yes,3296,470,305104,103886,Home Appliances,944411,83,23431.8,Not_Eligible
53,Male,Married,Post Graduate,54313,Private,11,Medium,Family,29310,5,2,12498,28730,12489,7344,14725,Yes,1071,649,546635,466269,Vehicle,944427,84,500.0,Not_Eligible
43,Female,Single,High School,82857,Self-employed,2,Large,Own,24660,6,1,14876,5127,2453,17733,19281,No,10785,533,390716,235839,E-commerce Shopping,766444,34,500.0,Not_Eligible
43,Female,Single,Professional,60900,Private,1,Small,Family,1277,4,0,2818,17891,1195,25596,722,Yes,6548,603,635488,316427,E-commerce Shopping,1373751,18,1698.55,Not_Eligible
26,Female,Single,Graduate,141861,Self-employed,22,Medium,Rented,10903,5,4,13350,21304,6586,26448,15849,No,23293,805,56614,156006,Vehicle,625266,67,8444.8,High_Risk
39,Male,Married,High School,56098,Private,21,Small,Rented,14135,4,3,11523,29077,9981,15941,19784,Yes,13886,794,540673,280559,Vehicle,545324,16,500.0,Not_Eligible
27,Male,Married,Graduate,23294,Self-employed,14,Medium,Rented,16902,1,4,676,16997,11396,12638,19695,No,29797,836,794818,282119,Education,1137551,68,500.0,Not_Eligible
35,Male,Married,Post Graduate,184173,Private,4,Large,Family,11715,4,1,10334,5971,12259,5699,19258,Yes,1552,303,732775,130504,Personal Loan,902402,72,41084.75,Not_Eligible
54,Male,Married,High School,171131,Government,6,Medium,Own,21810,3,2,9605,28119,4553,19251,18435,Yes,4336,687,662857,81701,Education,763295,57,22757.699999999997,High_Risk
42,Female,Married,Professional,111784,Private,3,Small,Family,7815,6,2,6363,29716,13641,16232,9929,Yes,11553,529,476791,281632,E-commerce Shopping,1037291,46,5787.25,Not_Eligible
26,Male,Married,High School,55626,Private,4,Medium,Own,183,4,3,9097,8575,10004,3339,10816,No,25855,741,427692,414127,Vehicle,979779,10,500.0,Not_Eligible
56,Male,Single,High School,35703,Government,24,Small,Family,9164,1,0,5387,24987,14996,21805,6690,No,1970,748,728699,347488,Home Appliances,210231,60,500.0,Not_Eligible
32,Female,Married,High School,118693,Private,15,Small,Own,27961,5,2,13805,19760,5930,7980,8151,Yes,10600,494,672185,192812,E-commerce Shopping,233749,41,8577.1,Not_Eligible
46,Female,Married,Graduate,149277,Government,14,Small,Family,2388,3,3,5749,6038,3580,18633,6699,No,6210,455,989257,223306,E-commerce Shopping,206378,52,34993.0,Not_Eligible
30,Female,Married,Graduate,181001,Self-employed,26,Large,Family,20706,4,2,13377,2775,10723,9400,9478,Yes,26903,409,726421,130966,Personal Loan,537524,45,30673.649999999998,Not_Eligible
36,Male,Married,Post Graduate,179483,Government,15,Large,Rented,21316,6,4,13698,7477,9165,21947,14997,No,4873,758,536854,220010,Education,909989,33,30103.499999999996,Eligible
60,Male,Single,Post Graduate,26628,Government,24,Medium,Family,3827,6,3,6336,6374,1404,6339,1888,No,1028,628,365728,119026,Personal Loan,517142,66,500.0,Not_Eligible
39,Male,Married,Post Graduate,118655,Self-employed,3,Medium,Rented,26887,1,3,11583,2283,11939,17233,8593,Yes,12264,360,747857,73074,E-commerce Shopping,262492,22,9755.55,Not_Eligible
52,Male,Single,Post Graduate,21518,Government,5,Small,Own,2497,3,3,12183,17046,9144,23383,18916,Yes,27799,764,942307,439594,Vehicle,439231,4,500.0,Not_Eligible
42,Male,Single,High School,184563,Government,17,Large,Own,13562,3,2,10414,13891,3844,12572,8544,No,20461,342,500343,434456,Home Appliances,1047746,45,35446.25,Not_Eligible
26,Female,Married,Graduate,154018,Self-employed,2,Medium,Rented,3479,3,3,111,20525,3336,7942,17056,No,13578,583,720271,70158,Personal Loan,179195,42,30796.85,Not_Eligible
37,Female,Married,Graduate,15610,Private,24,Medium,Family,28841,4,4,3379,20419,8846,5355,11076,No,27186,466,694849,328201,E-commerce Shopping,568987,60,500.0,Not_Eligible
39,Male,Single,Graduate,49311,Private,21,Large,Own,8757,1,0,3873,8413,1089,15130,19537,Yes,5878,699,961793,284051,Education,75200,15,500.0,Not_Eligible
44,Male,Single,Graduate,141419,Government,23,Small,Family,1935,1,0,7507,751,10597,28177,16648,No,22575,847,809599,376674,Personal Loan,876728,25,18630.149999999998,Eligible
53,Male,Married,Post Graduate,56876,Private,30,Medium,Family,22659,1,1,3151,14491,6062,12863,1065,Yes,2381,682,231743,317820,E-commerce Shopping,535553,28,500.0,Not_Eligible
53,Male,Single,High School,65333,Private,26,Small,Family,9018,2,4,7645,27742,14612,22163,13510,No,26243,648,357756,76897,Education,68068,75,500.0,Not_Eligible
27,Male,Married,Graduate,197370,Government,4,Large,Own,29277,5,4,14446,15968,14753,25301,11646,No,16519,746,739093,405716,Education,1417862,41,24311.0,Eligible
43,Female,Married,Professional,99192,Self-employed,1,Large,Own,11309,1,3,5606,29489,12765,14957,16590,Yes,4614,822,283611,42808,Home Appliances,1009869,44,1351.6999999999998,Not_Eligible
27,Female,Single,High School,56811,Private,22,Medium,Family,16733,2,1,1944,3154,7728,21922,19885,Yes,24034,830,190385,136237,Vehicle,568392,34,500.0,Not_Eligible
38,Female,Married,Professional,85072,Government,15,Medium,Rented,16482,2,4,2500,17652,10809,11830,5862,Yes,19743,489,802964,302958,Home Appliances,575163,46,500.0,Not_Eligible
28,Male,Married,High School,130407,Self-employed,5,Large,Rented,18153,3,4,8604,6718,14696,22069,6215,No,24917,371,446874,318075,Education,1448529,42,10162.25,Not_Eligible
35,Male,Married,High School,57974,Private,26,Small,Rented,1804,5,4,12260,20489,4594,7075,8599,No,19733,598,799657,100855,Personal Loan,1439578,78,500.0,Not_Eligible
55,Female,Single,High School,165928,Self-employed,14,Small,Family,9252,3,2,2651,10328,10717,24186,9851,No,11757,374,525665,273639,Vehicle,331188,78,30515.1,Not_Eligible
56,Female,Single,Professional,190902,Government,17,Large,Rented,11701,5,4,13247,24228,14560,17533,2756,Yes,29674,580,705260,460928,Education,725182,48,27021.05,Not_Eligible
51,Male,Single,Graduate,96983,Self-employed,5,Medium,Own,24496,3,2,8377,18757,10887,20758,8470,Yes,3801,761,768053,374552,Vehicle,493667,28,502.95,Not_Eligible
54,Female,Married,Graduate,60823,Self-employed,12,Large,Rented,27632,6,4,9768,10525,12882,26559,15798,Yes,23154,586,467551,449847,Personal Loan,817138,16,500.0,Not_Eligible
26,Female,Single,Professional,113863,Government,23,Medium,Rented,4170,4,0,3158,24790,5041,8350,1889,No,8476,500,286972,368685,E-commerce Shopping,242730,80,20296.149999999998,Not_Eligible
33,Male,Single,Graduate,115037,Private,12,Small,Family,26681,5,2,7391,17379,12354,21110,8242,No,25539,787,110270,172986,E-commerce Shopping,1302044,13,500.0,Not_Eligible
52,Female,Single,Post Graduate,82078,Private,0,Medium,Own,27666,6,2,4077,10063,9944,18452,15921,No,7390,840,58204,409021,Education,1301557,56,500.0,Not_Eligible
55,Female,Married,Graduate,122767,Self-employed,15,Small,Own,16785,2,3,50,29767,1715,11848,8515,Yes,26197,394,855879,381372,Education,80629,10,9761.5,Not_Eligible
58,Female,Married,Post Graduate,82951,Self-employed,3,Large,Rented,8379,2,4,1169,5327,3441,17351,12252,No,1724,573,769409,426962,Home Appliances,1124467,41,11657.8,Not_Eligible
39,Male,Single,Post Graduate,124287,Self-employed,16,Medium,Family,12176,5,1,12642,19594,9139,27176,10614,Yes,8568,430,576576,477959,Education,722101,17,8532.3,Not_Eligible
49,Female,Single,Post Graduate,158977,Self-employed,17,Small,Family,24714,3,1,7612,11642,4429,10980,13161,No,52,846,680799,29224,E-commerce Shopping,688016,6,30235.449999999997,Eligible
60,Female,Single,Professional,36601,Private,15,Medium,Rented,16526,4,1,14698,1664,6268,8315,1804,Yes,16711,431,658247,62606,E-commerce Shopping,883344,67,500.0,Not_Eligible
32,Female,Married,Graduate,118691,Government,0,Small,Own,12395,4,1,14871,25557,9666,10049,7845,No,10580,596,53736,55851,Home Appliances,134405,37,9704.8,Not_Eligible
33,Male,Single,Graduate,187027,Government,5,Small,Own,220,1,0,5403,16785,3821,9607,17828,No,638,634,206860,483153,Personal Loan,767618,8,46453.75,High_Risk
56,Male,Married,Professional,63435,Government,10,Large,Own,4240,5,1,8227,8803,9060,22346,15273,Yes,7285,413,663392,179454,Vehicle,655789,68,500.0,Not_Eligible
41,Female,Married,Professional,170116,Self-employed,5,Large,Family,7001,4,3,8468,23050,10843,27486,12663,Yes,11445,764,436146,352896,E-commerce Shopping,343260,55,24206.0,Eligible
59,Male,Married,Graduate,26246,Self-employed,16,Medium,Rented,29181,3,1,5815,24457,7151,7913,10348,Yes,22083,389,336879,421998,Vehicle,328470,25,500.0,Not_Eligible
43,Female,Single,Professional,17458,Government,3,Small,Family,26999,3,3,13636,15535,8396,22259,1778,Yes,24041,522,149400,383998,Education,248954,75,500.0,Not_Eligible
53,Male,Single,Professional,21028,Private,13,Large,Own,12292,2,2,7153,29500,11309,19963,2538,No,20985,521,479200,422112,Education,1393467,21,500.0,Not_Eligible
31,Male,Married,Post Graduate,134247,Government,29,Medium,Family,28604,4,4,6325,25481,13990,18486,7803,Yes,21347,566,758129,277696,Personal Loan,1354456,15,4273.849999999999,Not_Eligible
52,Female,Married,Professional,66901,Private,13,Large,Own,16771,4,1,6614,12644,12952,11351,11486,No,29375,844,188981,304244,Vehicle,727324,64,500.0,Not_Eligible
33,Female,Married,Post Graduate,152378,Self-employed,19,Medium,Rented,14903,3,3,5931,13627,11279,6572,10788,No,21447,593,584744,453025,E-commerce Shopping,1027363,10,23740.85,Not_Eligible
52,Female,Married,High School,121555,Government,7,Large,Own,28414,2,3,10656,26481,3901,29065,5336,No,25134,537,95948,262531,Home Appliances,658152,64,500.0,Not_Eligible
30,Male,Single,Post Graduate,42678,Government,21,Large,Rented,11223,4,4,888,7829,4100,22279,15972,Yes,4035,816,647830,265040,E-commerce Shopping,918292,58,500.0,Not_Eligible
53,Female,Single,Post Graduate,105444,Self-employed,1,Small,Family,5991,3,2,403,29794,4592,13737,11860,Yes,9100,547,997809,171393,Vehicle,721791,40,10488.449999999999,Not_Eligible
